Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bucephalandra-royal-blue,Buce Royal Blue,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Royal Blue<br></p>
<p data-mce-fragment=""1"">Buce Royal Blue is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/RoyalBlue.jpg?v=1632824480,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-round-leaf-metalic,Buce Round Leaf Metalic,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Round Leaf Metalic<br></p>
<p data-mce-fragment=""1"">Buce Round Leaf Metalic is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,55.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/RoundLeafMetalic.jpg?v=1632823540,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-purple-red-1,Buce Purple Red,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Purple Red<br></p>
<p data-mce-fragment=""1"">Buce Purple Red is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,55.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/PurpleRed_f015cf0d-c7f0-46ad-ae7e-7d1814c8f044.jpg?v=1632823262,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-purple-diamond,Buce Purple Diamond,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Purple Diamond<br></p>
<p data-mce-fragment=""1"">Buce Purple Diamond is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/PurpleDiamond.jpg?v=1632823151,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-pandora-queen,Buce Pandora Queen,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Pandora Queen<br></p>
<p data-mce-fragment=""1"">Buce Pandora Queen is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/78711918_2529077377147783_443485674306273280_n.jpg?v=1640245767,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-pandora-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/74286708_2529077597147761_7766641665468530688_n.jpg?v=1640245767,2,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-pandora-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/PandoraQueen.jpg?v=1640245767,3,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-pandora-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/78390585_2529077177147803_5515036048729571328_n.jpg?v=1640245767,4,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-sp,Buce Sp,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Sp</p>
<p data-mce-fragment=""1"">Buce is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/NoName.jpg?v=1632822801,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-mini-phantom,Buce Mini Phantom,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Mini Phantom<br></p>
<p data-mce-fragment=""1"">Buce Mini Phamtom is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Small Clump with 3-4 heads<br></p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/MiniPhantom.jpg?v=1632822667,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-mini-coin,Buce Mini Coin,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Mini Coin<br></p>
<p data-mce-fragment=""1"">Buce Mini Coin is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/MiniCoin.jpg?v=1632822479,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-melawi,Buce Melawi,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Melawi</p>
<p data-mce-fragment=""1"">Buce Melawi is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,80.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Melawi.jpg?v=1632822222,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-holu-boyan,Buce Holu Boyan,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Holu Boyan<br></p>
<p data-mce-fragment=""1"">Buce Holu Boyan is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/HoluBoyan.jpg?v=1632821561,1,"",false,,,,,,,,,,,,,,,,kg,,,active
